station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class
Leova,2006,11,41.9,4.8,-0.4,10.0,0.852601,-0.02712,-1.397174,-0.663722,-1.029906,-0.5,0.866025403784438,-0.7267,-0.9667,-0.4567,8.8333,51.3,35.8,9.9,21.6,35.800000000000004,Normal
Leova,2006,12,27.9,-1.4,-4.9,3.4,1.078565,1.032979,-0.523131,-0.738933,-0.921767,-0.0,1.0,-1.8533,-1.4967,-0.8933,-2.69,41.9,14.2,4.8,19.3,40.36666666666667,Wet
Leova,2007,1,38.3,-1.7,-5.8,2.0,1.313567,1.384101,0.350225,-0.77236,-0.859302,0.5,0.866025403784439,-0.32,-0.2733,-0.6267,3.54,27.9,51.3,-1.4,9.9,36.03333333333333,Wet
Leova,2007,2,8.4,0.5,-3.5,4.4,0.581445,1.268664,0.88646,-0.878909,-1.048712,0.866025403784439,0.5,0.1133,0.23,-0.0933,-12.6567,38.3,41.9,-1.7,4.8,24.866666666666664,Wet
Leova,2007,3,39.6,4.1,-0.8,9.0,0.879717,1.18401,1.582674,-0.639696,-0.886169,1.0,0.0,-1.26,-1.1333,-1.43,14.3133,8.4,27.9,0.5,-1.4,28.766666666666666,Wet
Leova,2007,4,40.7,12.0,6.4,17.9,0.012017,0.62991,1.437801,-0.827723,-0.843182,0.866025403784439,-0.5,-0.0733,0.3633,-0.22,3.9467,39.6,38.3,4.1,-1.7,29.566666666666666,Normal
Leova,2007,5,106.7,17.4,11.9,23.6,0.893275,0.762663,1.45016,0.062272,-0.407271,0.5,-0.866025403784439,0.1833,0.7833,0.3333,55.1133,40.7,8.4,12.0,0.5,62.333333333333336,Normal
Leova,2007,6,206.0,20.6,14.3,26.6,2.775552,1.569763,1.965797,2.176534,0.965615,0.0,-1.0,-1.1967,-1.56,-1.0267,137.65,106.7,39.6,17.4,4.1,117.8,Wet
Leova,2007,7,16.6,22.5,17.3,28.1,-1.718864,0.832888,1.044379,2.103412,0.885687,-0.5,-0.866025403784439,-1.58,-0.6767,-1.8967,-39.7967,206.0,40.7,20.6,12.0,109.76666666666667,Normal
Leova,2007,8,23.9,21.2,15.0,27.2,-1.407034,-0.146405,0.44017,1.999997,0.863522,-0.866025403784438,-0.5,-1.4333,-1.5267,-1.3367,-32.1533,16.6,106.7,22.5,17.4,82.16666666666667,Normal
Leova,2007,9,6.5,13.6,7.9,19.9,-0.941549,-1.728859,-0.113231,2.217273,1.056962,-1.0,-0.0,-3.8433,-3.4867,-3.5267,-34.5667,23.9,206.0,21.2,20.6,15.666666666666666,Dry
Leova,2007,10,6.8,11.5,6.3,16.9,-0.697509,-1.294045,-0.328823,1.66886,0.77419,-0.866025403784439,0.5,-0.2733,-0.4567,0.2733,-19.7533,6.5,16.6,13.6,22.5,12.399999999999999,Dry
Leova,2007,11,53.1,7.3,2.7,11.5,0.823226,-0.344573,-0.350108,1.655281,0.633812,-0.5,0.866025403784438,1.7733,2.1333,1.0433,20.0333,6.8,23.9,11.5,21.2,22.133333333333336,Normal
Leova,2007,12,31.5,-1.5,-5.7,2.5,1.159912,0.550066,-0.841028,1.692886,0.609632,-0.0,1.0,-1.9533,-2.2967,-1.7933,0.91,53.1,6.5,7.3,13.6,30.46666666666667,Normal
Leova,2008,1,21.0,-0.4,-4.2,3.2,0.92265,1.239804,-0.038391,1.512171,0.471941,0.5,0.866025403784439,0.98,1.3267,0.5733,-13.76,31.5,6.8,-1.5,11.5,35.199999999999996,Wet
Leova,2008,2,15.6,1.5,-3.5,5.7,0.631157,1.158036,0.580923,1.535152,0.418207,0.866025403784439,0.5,1.1133,0.23,1.2067,-5.4567,21.0,53.1,-0.4,7.3,22.7,Wet
Leova,2008,3,10.0,4.2,-0.3,9.1,0.199567,0.749196,0.927656,1.220729,0.369847,1.0,0.0,-1.16,-0.6333,-1.33,-15.2867,15.6,31.5,1.5,-1.5,15.533333333333333,Normal
Leova,2008,4,13.3,11.7,5.7,18.2,-0.573229,0.112366,0.965419,0.950178,0.074986,0.866025403784439,-0.5,-0.3733,-0.3367,0.08,-23.4533,10.0,21.0,4.2,-0.4,12.966666666666669,Normal
Leova,2008,5,40.3,16.2,10.2,22.3,-0.471545,-0.357079,0.571997,0.319243,0.241559,0.5,-0.866025403784439,-1.0167,-0.9167,-0.9667,-11.2867,13.3,15.6,11.7,1.5,21.2,Normal
Leova,2008,6,37.7,22.4,16.1,28.5,-1.230783,-0.96601,-0.154427,-1.532826,0.410147,0.0,-1.0,0.6033,0.24,0.8733,-30.65,40.3,10.0,16.2,4.2,30.433333333333334,Normal
Leova,2008,7,88.7,22.4,16.5,29.0,-0.078369,-0.755337,-0.458591,-0.774449,0.85076,-0.5,-0.866025403784439,-1.68,-1.4767,-0.9967,32.3033,37.7,13.3,22.4,11.7,55.56666666666666,Normal
Leova,2008,8,72.9,25.3,18.9,30.6,-0.763038,-0.879432,-0.882224,-0.476739,0.97569,-0.866025403784438,-0.5,2.6667,2.3733,2.0633,16.8467,88.7,40.3,22.4,16.2,66.43333333333334,Normal
Leova,2008,9,23.7,20.2,13.4,25.9,-1.298572,-0.908292,-1.33744,-0.641785,1.009274,-1.0,-0.0,2.7567,2.0133,2.4733,-17.3667,72.9,37.7,25.3,22.4,61.76666666666667,Normal
Leova,2008,10,28.1,10.6,5.4,15.9,-0.114523,-0.923683,-1.19806,-0.37228,0.829939,-0.866025403784439,0.5,-1.1733,-1.3567,-0.7267,1.5467,23.7,88.7,20.2,22.4,41.56666666666667,Normal
Leova,2008,11,22.7,7.6,2.8,12.5,0.102402,-0.555246,-1.023663,-0.705506,0.606946,-0.5,0.866025403784438,2.0733,2.2333,2.0433,-10.3667,28.1,72.9,10.6,25.3,24.833333333333332,Normal
Leova,2008,12,31.0,2.3,-2.0,5.6,0.888756,0.375948,-0.379632,-0.830857,0.550526,-0.0,1.0,1.8467,1.4033,1.3067,0.41,22.7,23.7,7.6,20.2,27.266666666666666,Normal
Leova,2009,1,62.1,-1.1,-5.4,3.2,1.85136,1.212869,0.206725,-0.401528,0.710382,0.5,0.866025403784439,0.28,0.1267,0.5733,27.34,31.0,28.1,2.3,10.6,38.6,Wet
Leova,2009,2,7.6,1.7,-2.4,5.6,0.42779,1.351394,0.568564,-0.495542,0.664709,0.866025403784439,0.5,1.3133,1.33,1.1067,-13.4567,62.1,22.7,-1.1,7.6,33.56666666666666,Wet
Leova,2009,3,57.2,7.3,2.3,12.2,0.915871,1.362937,1.241433,-0.164405,0.675455,1.0,0.0,1.94,1.9667,1.77,31.9133,7.6,31.0,1.7,2.3,42.300000000000004,Wet
Leova,2009,4,53.3,12.0,6.3,18.0,0.296731,0.701097,1.366394,0.237764,0.760085,0.866025403784439,-0.5,-0.0733,0.2633,-0.12,16.5467,57.2,62.1,7.3,-1.1,39.36666666666667,Normal
Leova,2009,5,45.4,18.6,12.6,23.2,-0.62746,0.251853,1.144622,0.165687,0.308054,0.5,-0.866025403784439,1.3833,1.4833,-0.0667,-6.1867,53.3,7.6,12.0,1.7,51.96666666666667,Normal
Leova,2009,6,70.0,21.2,15.7,27.5,-0.365342,-0.293588,0.763559,0.565767,-0.625562,0.0,-1.0,-0.5967,-0.16,-0.1267,1.65,45.4,57.2,18.6,7.3,56.23333333333333,Normal
Leova,2009,7,51.2,24.6,18.5,30.7,-1.174292,-0.919836,-0.1558,0.059138,-0.463691,-0.5,-0.866025403784439,0.52,0.5233,0.7033,-5.1967,70.0,53.3,21.2,12.0,55.53333333333334,Normal
Leova,2009,8,20.3,22.7,16.6,28.5,-1.657854,-1.358497,-0.789532,-0.354522,-0.538246,-0.866025403784438,-0.5,0.0667,0.0733,-0.0367,-35.7533,51.2,45.4,24.6,18.6,47.166666666666664,Dry
Leova,2009,9,16.4,16.1,10.5,21.6,-1.0003,-1.628813,-1.37177,-0.216635,-0.555709,-1.0,-0.0,-1.3433,-0.8867,-1.8267,-24.6667,20.3,70.0,22.7,21.2,29.3,Dry
Leova,2009,10,35.3,11.9,6.6,16.7,-0.098705,-1.170912,-1.491925,-0.209323,-0.377717,-0.866025403784439,0.5,0.1267,-0.1567,0.0733,8.7467,16.4,51.2,16.1,24.6,24.0,Dry
Leova,2009,11,16.7,5.1,-0.0,10.5,0.249279,-0.359003,-1.225524,-0.141424,-0.548321,-0.5,0.866025403784438,-0.4267,-0.5667,0.0433,-16.3667,35.3,20.3,11.9,22.7,22.799999999999997,Normal
Leova,2009,12,56.5,0.6,-4.1,4.4,1.657032,0.772283,-0.611016,0.213738,-0.400554,-0.0,1.0,0.1467,-0.6967,0.1067,25.91,16.7,16.4,5.1,16.1,36.166666666666664,Normal
Leova,2010,1,28.2,-0.9,-4.2,3.1,1.085344,1.276359,0.075585,-0.14038,-0.352194,0.5,0.866025403784439,0.48,1.3267,0.4733,-6.56,56.5,35.3,0.6,11.9,33.800000000000004,Wet
Leova,2010,2,16.2,2.9,-0.5,6.6,0.48654,1.377367,0.727169,-0.11322,-0.395181,0.866025403784439,0.5,2.5133,3.23,2.1067,-4.8567,28.2,16.7,-0.9,5.1,33.63333333333333,Wet
Leova,2010,3,24.5,5.7,0.6,10.8,0.357741,0.82423,1.139816,-0.371235,-0.348164,1.0,0.0,0.34,0.2667,0.37,-0.7867,16.2,56.5,2.9,0.6,22.96666666666667,Normal
Leova,2010,4,28.0,11.3,5.7,16.9,-0.19587,0.278789,1.110292,-0.598957,-0.235996,0.866025403784439,-0.5,-0.7733,-0.3367,-1.22,-8.7533,24.5,28.2,5.7,-0.9,22.900000000000002,Normal
Leova,2010,5,30.8,19.5,13.6,25.3,-1.059051,-0.379204,0.71275,-0.798475,-0.410629,0.5,-0.866025403784439,2.2833,2.4833,2.0333,-20.7867,28.0,16.2,11.3,2.9,27.766666666666666,Normal
Leova,2010,6,74.3,22.2,16.2,28.6,-0.38116,-0.693771,0.093436,-0.805787,-0.158083,0.0,-1.0,0.4033,0.34,0.9733,5.95,30.8,24.5,19.5,5.7,44.36666666666667,Normal
Leova,2010,7,32.9,22.9,17.5,28.6,-1.395736,-1.204581,-0.660451,-0.908157,-0.549664,-0.5,-0.866025403784439,-1.18,-0.4767,-1.3967,-23.4967,74.3,28.0,22.2,11.3,46.0,Dry
Leova,2010,8,24.3,22.8,16.3,28.7,-1.578767,-1.425836,-1.288005,-0.871597,-0.792136,-0.866025403784438,-0.5,0.1667,-0.2267,0.1633,-31.7533,32.9,30.8,22.9,19.5,43.833333333333336,Dry
Leova,2010,9,83.6,17.1,11.1,23.6,0.405194,-1.091068,-1.273586,-0.221858,-0.285699,-1.0,-0.0,-0.3433,-0.2867,0.1733,42.5333,24.3,74.3,22.8,22.2,46.93333333333334,Dry
Leova,2010,10,27.4,11.0,5.2,16.3,-0.175533,-0.5716,-1.267407,-0.257374,-0.303834,-0.866025403784439,0.5,-0.7733,-1.5567,-0.3267,0.8467,83.6,32.9,17.1,22.9,45.099999999999994,Normal
Leova,2010,11,37.0,9.2,3.4,14.0,0.244759,0.204716,-0.871238,-0.259463,-0.261519,-0.5,0.866025403784438,3.6733,2.8333,3.5433,3.9333,27.4,24.3,11.0,22.8,49.333333333333336,Normal
Leova,2010,12,29.6,0.3,-4.3,4.5,1.083084,0.49331,-0.426321,-0.524791,-0.203756,-0.0,1.0,-0.1533,-0.8967,0.2067,-0.99,37.0,83.6,9.2,17.1,31.333333333333332,Normal
Leova,2011,1,36.0,-3.7,-8.2,0.6,1.261595,1.105127,0.381122,-0.443312,-0.379061,0.5,0.866025403784439,-2.32,-2.6733,-2.0267,1.24,29.6,27.4,0.3,11.0,34.199999999999996,Wet
Leova,2011,2,19.8,1.6,-2.7,5.4,0.714764,1.305219,1.078022,-0.337808,-0.293759,0.866025403784439,0.5,1.2133,1.03,0.9067,-1.2567,36.0,37.0,-3.7,9.2,28.466666666666665,Wet
Leova,2011,3,7.0,5.3,0.5,10.8,0.007498,0.847317,0.95718,-0.49972,-0.563769,1.0,0.0,-0.06,0.1667,0.37,-18.2867,19.8,29.6,1.6,0.3,20.933333333333334,Normal
Leova,2011,4,12.9,12.9,6.6,18.7,-0.717846,0.004625,0.792396,-0.741022,-0.865347,0.866025403784439,-0.5,0.8267,0.5633,0.58,-23.8533,7.0,36.0,5.3,-3.7,13.233333333333334,Normal
Leova,2011,5,54.4,18.6,12.3,24.1,-0.424093,-0.480212,0.589162,-0.447491,-0.804897,0.5,-0.866025403784439,1.3833,1.1833,0.8333,2.8133,12.9,19.8,12.9,1.6,24.766666666666666,Normal
Leova,2011,6,54.1,19.3,13.2,24.9,-0.509959,-0.700505,0.105109,-0.507033,-0.847884,0.0,-1.0,-2.4967,-2.66,-2.7267,-14.25,54.4,7.0,18.6,5.3,40.46666666666667,Normal
Leova,2011,7,13.1,24.4,18.4,30.1,-2.012617,-1.251718,-0.889776,-0.792207,-1.097072,-0.5,-0.866025403784439,0.32,0.4233,0.1033,-43.2967,54.1,12.9,19.3,12.9,40.53333333333333,Dry
Leova,2011,8,68.1,22.0,15.8,27.8,-0.498661,-1.283463,-1.258481,-0.29289,-0.752507,-0.866025403784438,-0.5,-0.6333,-0.7267,-0.7367,12.0467,13.1,54.4,24.4,18.6,45.1,Dry
Leova,2011,9,9.4,20.2,13.5,25.6,-1.6217,-1.756756,-1.75352,-1.229893,-0.937216,-1.0,-0.0,2.7567,2.1133,2.1733,-31.6667,68.1,54.1,22.0,19.3,30.2,Dry
Leova,2011,10,10.8,11.2,6.6,15.8,-0.573229,-1.143976,-1.709578,-1.413742,-1.078265,-0.866025403784439,0.5,-0.5733,-0.1567,-0.8267,-15.7533,9.4,13.1,20.2,24.4,29.433333333333334,Dry
Leova,2011,11,74.6,7.8,2.2,12.7,1.252557,-0.398444,-1.20012,-0.947852,-0.780046,-0.5,0.866025403784438,2.2733,1.6333,2.2433,41.5333,10.8,68.1,11.2,22.0,31.599999999999998,Normal
Leova,2011,12,22.6,3.9,-0.9,7.2,0.518175,0.512549,-0.887716,-1.209001,-1.118565,-0.0,1.0,3.4467,2.5033,2.9067,-7.99,74.6,9.4,7.8,20.2,36.0,Normal
Leova,2012,1,43.4,-1.0,-4.8,3.1,1.428809,1.364861,0.157977,-1.131701,-1.016472,0.5,0.866025403784439,0.38,0.7267,0.4733,8.64,22.6,10.8,3.9,11.2,46.86666666666667,Wet
Leova,2012,2,43.2,0.4,-4.3,4.7,1.379097,1.418732,0.728542,-0.82459,-0.751164,0.866025403784439,0.5,0.0133,-0.57,0.2067,22.1433,43.4,74.6,-1.0,7.8,36.4,Wet
Leova,2012,3,7.4,5.0,0.5,11.1,0.050431,1.219603,1.236627,-0.804742,-0.842511,1.0,0.0,-0.36,0.1667,0.67,-17.8867,43.2,22.6,0.4,3.9,31.333333333333332,Wet
Leova,2012,4,26.1,14.6,8.0,20.2,-0.611643,0.350937,1.224955,-0.755646,-0.966097,0.866025403784439,-0.5,2.5267,1.9633,2.08,-10.6533,7.4,43.4,5.0,-1.0,25.566666666666666,Normal
Leova,2012,5,27.2,18.5,12.4,24.3,-1.027416,-0.673569,0.532174,-1.034553,-0.956694,0.5,-0.866025403784439,1.2833,1.2833,1.0333,-24.3867,26.1,43.2,14.6,0.4,20.233333333333334,Normal
Leova,2012,6,38.2,22.7,16.1,28.2,-1.253379,-1.22863,-0.006121,-1.378225,-1.215957,0.0,-1.0,0.9033,0.24,0.5733,-30.15,27.2,7.4,18.5,5.0,30.5,Dry
Leova,2012,7,33.5,23.7,17.7,29.2,-1.472564,-1.595144,-0.887716,-1.128567,-1.238794,-0.5,-0.866025403784439,-0.38,-0.2767,-0.7967,-22.8967,38.2,26.1,22.7,14.6,32.96666666666667,Dry
Leova,2012,8,18.0,23.3,17.0,29.0,-1.777615,-1.91452,-1.846898,-1.719808,-1.2979,-0.866025403784438,-0.5,0.6667,0.4733,0.4633,-38.0533,33.5,27.2,23.7,18.5,29.900000000000002,Dry
Leova,2012,9,77.7,18.6,12.1,24.2,0.102402,-1.337334,-1.831106,-0.922782,-1.387904,-1.0,-0.0,1.1567,0.7133,0.7733,36.6333,18.0,38.2,23.3,22.7,43.06666666666666,Dry
Leova,2012,10,15.6,11.0,5.4,15.6,-0.44217,-0.898672,-1.779611,-0.862195,-1.46716,-0.866025403784439,0.5,-0.7733,-1.3567,-1.0267,-10.9533,77.7,33.5,18.6,23.7,37.1,Normal
Leova,2012,11,29.9,8.0,2.5,12.8,0.219903,-0.048284,-1.400607,-1.339575,-1.474549,-0.5,0.866025403784438,2.4733,1.9333,2.3433,-3.1667,15.6,18.0,11.0,23.3,41.06666666666666,Normal
Leova,2012,12,9.0,1.1,-2.8,4.6,0.527214,0.132568,-0.859566,-1.335397,-1.639779,-0.0,1.0,0.6467,0.6033,0.3067,-21.59,29.9,77.7,8.0,18.6,18.166666666666668,Normal
Leova,2013,1,24.0,0.2,-3.7,4.3,0.967843,0.732842,-0.118037,-1.548495,-1.727095,0.5,0.866025403784439,1.58,1.8267,1.6733,-10.76,9.0,15.6,1.1,11.0,20.966666666666665,Normal
Leova,2013,2,16.9,-0.8,-4.9,3.7,0.830005,0.992576,0.674301,-1.802331,-1.69284,0.866025403784439,0.5,-1.1867,-1.17,-0.7933,-4.1567,24.0,29.9,0.2,8.0,16.633333333333333,Normal
Leova,2013,3,24.2,6.1,0.7,10.7,0.30577,0.898302,0.736095,-1.684292,-1.60418,1.0,0.0,0.74,0.3667,0.27,-1.0867,16.9,9.0,-0.8,1.1,21.7,Normal
Leova,2013,4,47.1,14.3,8.0,20.7,-0.103225,0.442325,0.839085,-1.449258,-1.421487,0.866025403784439,-0.5,2.2267,1.9633,2.58,10.3467,24.2,24.0,6.1,0.2,29.399999999999995,Normal
Leova,2013,5,29.5,18.5,12.4,24.6,-0.975444,-0.326295,0.475873,-1.425232,-1.585374,0.5,-0.866025403784439,1.2833,1.2833,1.3333,-22.0867,47.1,16.9,14.3,-0.8,33.6,Normal
Leova,2013,6,58.7,23.5,17.3,29.2,-0.880539,-0.831334,0.048121,-1.252874,-1.695527,0.0,-1.0,1.7033,1.44,1.5733,-9.65,29.5,24.2,18.5,6.1,45.1,Normal
Leova,2013,7,11.3,23.1,17.0,28.5,-1.906414,-1.598992,-0.825236,-1.453436,-1.663959,-0.5,-0.866025403784439,-0.98,-0.9767,-1.4967,-45.0967,58.7,47.1,23.5,14.3,33.166666666666664,Dry
Leova,2013,8,35.3,23.1,16.9,28.3,-1.364101,-1.764452,-1.491925,-1.262275,-1.921207,-0.866025403784438,-0.5,0.4667,0.3733,-0.2367,-20.7533,11.3,29.5,23.1,18.5,35.1,Dry
Leova,2013,9,68.8,15.4,9.5,22.3,0.262836,-1.277691,-1.504971,-1.188109,-1.361037,-1.0,-0.0,-2.0433,-1.8867,-1.1267,27.7333,35.3,58.7,23.1,23.5,38.46666666666666,Dry
Leova,2013,10,17.3,11.0,5.1,16.6,-0.403756,-0.637976,-1.596288,-1.170351,-1.310662,-0.866025403784439,0.5,-0.7733,-1.6567,-0.0267,-9.2533,68.8,11.3,15.4,23.1,40.46666666666666,Normal
Leova,2013,11,30.8,4.1,-0.9,9.9,0.680869,0.232614,-1.09301,-0.957253,-1.480594,-0.5,0.866025403784438,-1.4267,-1.4667,-0.5567,-2.2667,17.3,35.3,11.0,23.1,38.96666666666666,Normal
Leova,2013,12,71.2,-0.1,-3.7,4.7,2.056987,0.996424,-0.200429,-0.250062,-1.023189,-0.0,1.0,-0.5533,-0.2967,0.4067,40.61,30.8,68.8,4.1,15.4,39.76666666666667,Normal
Leova,2014,1,19.6,0.4,-3.3,4.7,0.845822,1.528398,0.635851,-0.30647,-1.196479,0.5,0.866025403784439,1.78,2.2267,2.0733,-15.16,71.2,17.3,-0.1,11.0,40.53333333333333,Wet
Leova,2014,2,33.9,3.8,-0.1,7.5,0.784812,1.572649,1.288808,-0.327362,-1.373127,0.866025403784439,0.5,3.4133,3.63,3.0067,12.8433,19.6,30.8,0.4,4.1,41.56666666666667,Wet
Leova,2014,3,27.3,4.7,-0.2,10.0,0.533993,0.924276,1.371201,-0.221858,-1.22939,1.0,0.0,-0.66,-0.5333,-0.43,2.0133,33.9,71.2,3.8,-0.1,26.933333333333334,Normal
Leova,2014,4,52.2,14.1,7.5,19.7,0.034613,0.578926,1.504401,-0.158138,-1.037294,0.866025403784439,-0.5,2.0267,1.4633,1.58,15.4467,27.3,19.6,4.7,0.4,37.800000000000004,Normal
Leova,2014,5,66.2,20.2,13.7,26.0,-0.338227,0.100823,1.194744,0.136438,-0.832436,0.5,-0.866025403784439,2.9833,2.5833,2.7333,14.6133,52.2,33.9,14.1,3.8,48.56666666666666,Normal
Leova,2014,6,31.8,22.9,16.5,29.1,-1.420592,-0.731288,0.138065,-0.11322,-0.882139,0.0,-1.0,1.1033,0.64,1.4733,-36.55,66.2,27.3,20.2,4.7,50.06666666666667,Normal
Leova,2014,7,22.0,26.0,19.2,32.1,-1.99228,-1.594182,-0.724305,-0.152915,-1.036622,-0.5,-0.866025403784439,1.92,1.2233,2.1033,-34.3967,31.8,52.2,22.9,14.1,40.0,Dry
Leova,2014,8,120.6,22.8,16.4,28.7,0.597263,-1.195923,-0.781293,0.753794,-0.330701,-0.866025403784438,-0.5,0.1667,-0.1267,0.1633,64.5467,22.0,66.2,26.0,20.2,58.133333333333326,Dry
Leova,2014,9,42.6,16.8,10.6,22.1,-0.487363,-0.798626,-1.091637,0.406989,-0.506006,-1.0,-0.0,-0.6433,-0.7867,-1.3267,1.5333,120.6,31.8,22.8,22.9,61.73333333333333,Normal
Leova,2014,10,33.6,10.5,5.0,15.0,0.021055,0.058496,-1.095756,0.603373,-0.368314,-0.866025403784439,0.5,-1.2733,-1.7567,-1.6267,7.0467,42.6,22.0,16.8,26.0,65.6,Normal
Leova,2014,11,23.5,6.2,1.5,11.3,0.278654,-0.077143,-0.908314,0.417435,-0.350851,-0.5,0.866025403784438,0.6733,0.9333,0.8433,-9.5667,33.6,120.6,10.5,22.8,33.233333333333334,Normal
Leova,2014,12,5.2,0.6,-3.2,4.4,0.497839,0.342279,-0.32539,-0.303336,-0.359582,-0.0,1.0,0.1467,0.2033,0.1067,-25.39,23.5,42.6,6.2,16.8,20.76666666666667,Normal
Leova,2015,1,27.7,-2.5,-6.5,1.8,1.074046,0.790561,0.606327,-0.197832,-0.328014,0.5,0.866025403784439,-1.12,-0.9733,-0.8267,-7.06,5.2,33.6,0.6,10.5,18.8,Normal
Leova,2015,2,18.2,-0.9,-4.6,2.8,0.85938,1.037789,0.685973,-0.163361,-0.319282,0.866025403784439,0.5,-1.2867,-0.87,-1.6933,-2.8567,27.7,23.5,-2.5,6.2,17.03333333333333,Wet
Leova,2015,3,37.0,5.0,0.2,10.6,0.719283,1.132063,1.052618,-0.077704,-0.196368,1.0,0.0,-0.36,-0.1333,0.17,11.7133,18.2,5.2,-0.9,0.6,27.633333333333336,Wet
Leova,2015,4,60.1,11.1,4.9,16.8,0.55207,0.909846,1.213969,0.161509,-0.001584,0.866025403784439,-0.5,-0.9733,-1.1367,-1.32,23.3467,37.0,27.7,5.0,-2.5,38.43333333333334,Normal
Leova,2015,5,55.1,18.0,12.7,24.5,-0.340486,0.399036,1.02584,0.160464,0.187154,0.5,-0.866025403784439,0.7833,1.5833,1.2333,3.5133,60.1,18.2,11.1,-0.9,50.73333333333333,Normal
Leova,2015,6,13.5,23.5,17.0,28.6,-1.901895,-0.716858,0.29667,-0.062035,-0.116439,0.0,-1.0,1.7033,1.14,0.9733,-54.85,55.1,37.0,18.0,5.0,42.9,Normal
Leova,2015,7,49.2,25.6,18.8,31.7,-1.332466,-1.519148,-0.43456,0.242987,0.054164,-0.5,-0.866025403784439,1.52,0.8233,1.7033,-7.1967,13.5,60.1,23.5,11.1,39.266666666666666,Dry
Leova,2015,8,67.5,27.6,21.2,32.7,-1.144917,-1.861612,-1.043575,-0.562396,0.119316,-0.866025403784438,-0.5,4.9667,4.6733,4.1633,11.4467,49.2,55.1,25.6,18.0,43.4,Dry
Leova,2015,9,41.7,19.9,13.9,25.7,-0.857943,-1.417178,-1.522822,-0.73371,-0.213831,-1.0,-0.0,2.4567,2.5133,2.2733,0.6333,67.5,13.5,27.6,23.5,52.800000000000004,Dry
Leova,2015,10,42.2,14.9,9.4,20.0,-0.281736,-0.969858,-1.776178,-0.873686,-0.177561,-0.866025403784439,0.5,3.1267,2.6433,3.3733,15.6467,41.7,49.2,19.9,25.6,50.46666666666667,Normal
Leova,2015,11,43.5,7.0,2.3,12.2,0.640196,-0.209896,-1.478193,-0.70655,-0.189651,-0.5,0.866025403784438,1.4733,1.7333,1.7433,10.4333,42.2,67.5,14.9,27.6,42.46666666666667,Normal
Leova,2015,12,24.6,0.6,-3.3,4.3,0.936208,0.553914,-0.615822,-0.503899,-0.522797,-0.0,1.0,0.1467,0.1033,0.0067,-5.99,43.5,41.7,7.0,19.9,36.76666666666667,Normal
Leova,2016,1,21.5,-1.3,-5.6,2.4,0.933948,1.071458,0.072838,-0.568664,-0.496602,0.5,0.866025403784439,0.08,-0.0733,-0.2267,-13.26,24.6,42.2,0.6,14.9,29.866666666666664,Wet
Leova,2016,2,20.5,0.8,-3.4,4.2,0.820967,1.148416,0.670181,-0.586422,-0.485856,0.866025403784439,0.5,0.4133,0.33,-0.2933,-0.5567,21.5,43.5,-1.3,7.0,22.2,Wet
Leova,2016,3,18.2,5.4,0.5,9.7,0.249279,0.855975,1.006615,-0.803698,-0.570486,1.0,0.0,0.04,0.1667,-0.73,-7.0867,20.5,24.6,0.8,0.6,20.066666666666666,Normal
Leova,2016,4,30.7,10.9,5.0,16.7,-0.089667,0.420199,1.064977,-1.100363,-0.607427,0.866025403784439,-0.5,-1.1733,-1.0367,-1.42,-6.0533,18.2,21.5,5.4,-1.3,23.133333333333336,Normal
Leova,2016,5,5.1,15.5,10.1,21.3,-1.18785,-0.434999,0.509516,-1.492086,-0.859974,0.5,-0.866025403784439,-1.7167,-1.0167,-1.9667,-46.4867,30.7,20.5,10.9,0.8,18.0,Normal
Leova,2016,6,17.3,22.5,16.7,27.8,-1.703047,-1.266147,-0.292433,-1.400162,-0.943932,0.0,-1.0,0.7033,0.84,0.1733,-51.05,5.1,18.2,15.5,5.4,17.7,Dry
Leova,2016,7,32.9,25.1,18.3,30.9,-1.644296,-1.927988,-1.075845,-1.544316,-0.840496,-0.5,-0.866025403784439,1.02,0.3233,0.9033,-23.4967,17.3,30.7,22.5,10.9,18.433333333333334,Dry
Leova,2016,8,45.6,25.7,19.3,31.4,-1.425112,-2.028996,-1.758326,-1.673846,-1.441637,-0.866025403784438,-0.5,3.0667,2.7733,2.8633,-10.4533,32.9,5.1,25.1,15.5,31.933333333333337,Dry
Leova,2016,9,24.9,18.0,11.5,24.0,-1.022896,-1.73944,-2.144883,-1.750102,-1.600822,-1.0,-0.0,0.5567,0.1133,0.5733,-16.1667,45.6,17.3,25.7,22.5,34.46666666666667,Dry
Leova,2016,10,48.6,11.0,6.6,15.7,0.30351,-0.910216,-2.025414,-1.479551,-1.516864,-0.866025403784439,0.5,-0.7733,-0.1567,-0.9267,22.0467,24.9,32.9,18.0,25.1,39.699999999999996,Normal
Leova,2016,11,18.0,3.6,-1.6,8.5,0.448127,-0.112736,-1.528315,-1.568342,-1.466489,-0.5,0.866025403784438,-1.9267,-2.1667,-1.9567,-15.0667,48.6,45.6,11.0,25.7,30.5,Normal
Leova,2016,12,18.4,1.4,-2.6,5.2,0.705725,0.623177,-0.796398,-1.674891,-1.404695,-0.0,1.0,0.9467,0.8033,0.9067,-12.19,18.0,24.9,3.6,18.0,28.333333333333332,Normal
